SAMPLE_ID,식품명,식품상세분류,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍)
R0010500ZZ0AVG,"잇꽃(홍화), 잎, 생것",채소류,45,85.7,3.9,0.4,9,0,0,244,1.4,0,40,566,5,0,0,0,0
R0009480ZZ0AVG,"시금치, 하우스, 생것",채소류,27,90.1,2.6,0.33,5.1,1.61,2.9,42,1.22,76,66,813,37,1.1,0.101,0.424,3.4
R0019580ZZ0AVG,"둑중개, 삶은것",어패류 및 기타 수산물,122,73.5,15.8,5.8,0.2,0,0,630,2.6,40,440,210,90,2.3,0.24,0.37,0
R0022930ZZ0AVG,"담치, 진주담치(양식), 생것",어패류 및 기타 수산물,83,79.9,11.9,1.7,4.4,0,0,58,5.1,0,175,0,0,0,0,0,0
R0023490ZZ0AVG,"조개, 피조개, 생것",어패류 및 기타 수산물,65,82.6,11.6,0.6,2.7,0,0,36,3.7,0,140,0,0,0,0,0,0
R0012870ZZ0AVG,"대추야자, 말린것",과실류,266,24.8,2.2,0.2,71.3,0,7,71,0.8,60,58,550,0,0.4,0.4,0.38,0
R0026120ZZ0AVG,쇼트닝,유지류,917,0,0,99.52,0.48,0,0,0,0,0,0,31,15,0.37,0.045,0,2.59
R0028750ZZ0AVG,"라면, 비빔라면, 끓인것",조리가공품류,189,58.8,3.38,5.67,31.01,1.81,2.3,8,0.33,10,38,47,375,0,0.031,0.215,5.94
R0003710ZZ0AVG,"꿀, 들깨",당류,292,20.6,0.4,0,79,0,0,0,0,0,0,38,9,0,0,0,0
R0013410ZZ0AVG,배즙,과실류,52,85.9,0.3,0.5,13,0,0,6,0.9,0,22,82,35,0,0,0,0
R0022000ZZ0AVG,"정어리, 조미통조림",어패류 및 기타 수산물,125,75,16.5,5.9,0.4,0,0,85,2.5,0,333,222,450,0,0,0,0
R0022370ZZ0AVG,"황새치, 구운것",어패류 및 기타 수산물,172,68.26,23.45,7.93,0,0,0,6,0.45,35,304,499,97,0.78,0.046,0.013,68.5
R0018130ZZ0AVG,"가다랑어, 생것",어패류 및 기타 수산물,128,70.3,25.9,1.8,0.3,0,0,15,1.8,0,282,410,44,0,0,0,0
R0021610ZZ0AVG,"장문볼락, 구운것",어패류 및 기타 수산물,96,74.24,18.51,1.87,0,0,0,34,0.27,27,300,226,347,0.35,0.026,0.013,34.6
R0010330ZZ0AVG,"오크라, 데친것",채소류,33,89.4,2.1,0.1,7.6,0,5.2,90,0.5,51,56,280,4,0.5,0.11,0.48,0
R0028940ZZ0AVG,"볶음밥, 오므라이스",조리가공품류,162,64.3,4.8,4.8,25,0,2.3,20,4.5,0,67,106,330,0,0,0,0
R0001440ZZ0AVG,"과자, 뻥튀기, 원반 모양, 팽화",곡류 및 그 제품,383,4.9,11.06,1.07,82.29,1.74,2,21,0.81,27,76,135,112,0.28,0.096,0.5,12.83
R0001790ZZ0AVG,"빵, 달걀 베이글",곡류 및 그 제품,278,32.7,10.6,2.1,53,0,2.3,13,3.98,25,84,68,505,0.77,0.09,0.41,30.6
R0017660ZZ0AVG,"어린양고기, 미국산, 갈비, 생것",육류,372,50.8,14.52,34.39,0,0,0,15,1.39,18,137,190,56,2.71,0.089,0.016,16.8
R0000460ZZ0AVG,"멥쌀, 흑미벼, 현미, 생것",곡류 및 그 제품,356,13.5,7.59,2.31,75.31,0.67,7.6,19,0.85,113,300,306,4,2.01,0.179,3.68,2.13
R0028040ZZ0AVG,쌈장,조미료류,240,38.4,9.88,4.81,39.18,25.71,9.7,62,1.76,56,137,472,2619,0.99,0.202,0.824,16.38
R0019450ZZ0AVG,"돔, 육동가리돔, 생것",어패류 및 기타 수산물,103,77.6,18.6,2.6,0,0,0,35,1.2,0,184,0,0,0,0,0,0
R0014960ZZ0AVG,"프루트샐러드, 통조림",과실류,82,79.9,0.2,0.4,19.3,0,0,7,1,0,4,56,3,0,0,0,0
R0022500ZZ0AVG,"가리비, 국자가리비, 생것",어패류 및 기타 수산물,59,84.9,10.8,0.8,1.5,0,0,48,2,74,170,260,450,6.1,0.1,4.9,0
R0029510ZZ0AVG,"컵라면, 볶음라면, 조리후",조리가공품류,202,54.8,4.52,5.39,33.9,3.28,2.3,16,0.54,11,39,63,435,0.27,0.044,0.212,7.1
R0009280ZZ0AVG,"수리취(떡취), 생것",채소류,64,79.1,3.9,0.2,14.7,0,0,46,3.2,0,21,0,0,0,0,0,0
R0009250ZZ0AVG,"솔장다리, 생것",채소류,31,88.6,1.9,0.3,6.8,0,0,20,17,0,43,281,352,0,0,0,0
R0020360ZZ0AVG,"복어, 까칠복, 생것",어패류 및 기타 수산물,86,79,19.3,0.3,0.1,0,0,4,3.1,0,282,0,0,0,0,0,0
R0013630ZZ0AVG,"블랙커런트, 생것",과실류,63,81.96,1.4,0.41,15.38,0,0,55,1.54,24,59,322,2,0.27,0.086,0.256,0
R0007520ZZ0AVG,마늘 장아찌,채소류,113,68.8,2.43,0.16,25.36,15.03,2.9,7,0.37,6,29,69,1127,0.18,0.065,0.047,2.78
R0012390ZZ0AVG,"팽이버섯, 데친것",버섯류,20,90.1,2.6,0.39,6.43,0.29,5.2,2,0.74,9,64,226,2,0.55,0.05,0.041,1.01
R0008120ZZ0AVG,"배추, 여름 재배, 생것",채소류,17,94.5,0.9,0.02,3.99,1.99,1,60,0.25,12,34,222,3,0.2,0.014,0.099,0.87
R0016010ZZ0AVG,"돼지 부산물, 대장, 생것",육류,219,70.9,8.7,20.2,0,0,0,20,1.2,0,61,40,21,0,0,0,0
R0021690ZZ0AVG,"장어, 붕장어, 냉동",어패류 및 기타 수산물,155,0,19,8,0.5,0,0,136,0,0,0,0,0,0,0,0,0
R0023030ZZ0AVG,"바지락, 양식, 생것",어패류 및 기타 수산물,68,82.2,13,1.1,0.7,0,0,90,13.3,0,185,230,370,0,0,0,0
R0024890ZZ0AVG,"곰피, 가루 ",해조류,129,7.9,10,1.4,51.4,0,0,0,0,0,0,0,0,0,0,0,0
R0008180ZZ0AVG,"배추, 싹, 생것",채소류,63,86.3,3.4,4.3,5.3,0,4.3,61,1.1,0,150,123,8,0,0,0,0
R0012170ZZ0AVG,"송이버섯, 생것",버섯류,21,89,2.05,0.15,8.12,0.31,4.6,1,1.85,6,33,317,1,0.97,0.155,0.143,159.94
R0022220ZZ0AVG,"초어, 생것",어패류 및 기타 수산물,89,79.7,17.1,1.7,0.2,0,0,66,1.7,0,217,0,0,0,0,0,0
R0008300ZZ0AVG,"배추, 불암 3호(하우스), 생것",채소류,13,95.7,1,0.1,2.8,0,0,47,0.1,0,29,215,12,0,0,0,0
R0009090ZZ0AVG,"생강, 뿌리줄기, 생것",채소류,42,88.2,0.97,0.15,9.82,0.45,2.6,18,0.95,37,33,337,4,0.21,0.043,1.796,1.07
R0020060ZZ0AVG,"박대, 생것",어패류 및 기타 수산물,91,77.9,19.2,0.7,0.6,0,0,15,0.3,0,265,0,0,0,0,0,0
R0029970ZZ0AVG,"팽창제, 효모, 말린것",기타,313,8.7,37.1,6.8,43.1,0.1,32.6,19,13,91,840,1600,120,3.4,0.2,0.4,2
R0025210ZZ0AVG,"미역튀각, 튀긴것",해조류,283,1.3,9.75,38.02,46.21,9.27,38.7,766,11.75,365,208,0,1038,2.49,0.255,0.408,72.84
R0014680ZZ0AVG,"파파야, 그린파파야, 생것",과실류,20,94.2,0.52,0.07,4.83,1.65,2.9,14,0.12,11,17,118,4,0.06,0.001,0.018,0.48
R0025590ZZ0AVG,"연유, 점성이 높은것",우유 및 유제품류,361,16.3,7.76,7.84,66.3,51.88,0,273,0,25,238,366,101,1.13,0,0,21.05
R0014240ZZ0AVG,"유자, 전체, 생것",과실류,49,86,0.93,0.09,12.54,4.1,8.2,36,0.16,12,15,187,3,0.39,0.003,0.127,0
R0011390ZZ0AVG,"파, 쪽파, 생것",채소류,21,93,1.73,0.14,4.24,1.2,1.1,72,2.65,16,43,324,0,0.73,0.028,1.301,0.69
R0001900ZZ0AVG,"빵, 크로와상",곡류 및 그 제품,448,20,7.9,26.8,43.9,0,1.8,21,0.6,17,67,90,470,0.6,0.1,0.29,0
R0026670ZZ0AVG,"율무차, 가루 ",차류,463,2.8,8.57,17.17,68.56,23.45,0,50,1.28,54,237,585,616,1.32,0.251,0.951,6.47
R0014200ZZ0AVG,"용과, 백육종, 생것",과실류,44,87.9,1,0.4,10.3,0,0,6,0.3,0,29,305,1,0,0,0,0
R0009260ZZ0AVG,"쇠귀나물, 뿌리, 생것",채소류,126,65.5,6.3,0.1,26.6,0,2.4,5,0.8,34,150,600,3,2.2,0.71,0.13,1
R0020740ZZ0AVG,"상어, 곱상어, 생것",어패류 및 기타 수산물,161,72,16.2,10,0.3,0,0,6,2,0,131,0,0,0,0,0,0
R0017270ZZ0AVG,"소 부산물, 미국산, 간, 삶은것",육류,191,58.81,29.08,5.26,5.13,0,0,6,6.54,21,497,352,79,5.3,14.283,0.356,36.1
R0015850ZZ0AVG,"돼지고기, 뒷다리(볼기살), 생것",육류,132,73.1,20.79,4.81,0,0,0,5,0.61,23,201,349,51,1.87,0.033,0.005,19.81
R0010250ZZ0AVG,"영아자, 데친것",채소류,36,88.6,2.5,0.2,7.8,0,0,52,1.6,0,49,397,6,0,0,0,0
R0008000ZZ0AVG,"박쥐나무, 잎, 생것",채소류,100,68,6.7,1.2,20.7,0,0,718,3.5,0,64,547,27,0,0,0,0
R0023590ZZ0AVG,"개불, 생것",어패류 및 기타 수산물,53,85.3,10.5,0.2,1.6,0,0,29,5.5,0,144,0,0,0,0,0,0
R0017690ZZ0AVG,"어린양고기, 미국산, 다리, 구운것(오븐)",육류,225,60.66,26.41,12.45,0,0,0,10,1.98,25,198,326,65,4.66,0.117,0.025,29.4
R0008410ZZ0AVG,"버드장이, 생것",채소류,38,86.8,4,0.1,7.6,0,0,7,0.5,0,118,0,0,0,0,0,0
R0000870ZZ0AVG,"멥쌀밥, 밭벼, 현미",곡류 및 그 제품,164,60,4.1,1,34.3,0,1.4,7,0.6,49,130,95,1,0.8,0.12,0.77,0
R0006530ZZ0AVG,"근대, 데친것",채소류,20,92.6,1.79,0.2,3.95,0,2.6,61,0.46,60,32,467,138,0.41,0.043,0.146,3.54
R0008510ZZ0AVG,"부지갱이(섬쑥부쟁이), 생것",채소류,30,90,3.65,0.43,4.9,1.21,4.6,75,0.93,27,72,371,15,0.37,0.038,0.433,0.29
R0007350ZZ0AVG,"마늘, 말린것",채소류,333,6,16.3,0.7,73.3,0,0,18,6.5,0,182,1937,7,0,0,0,0
R0015570ZZ0AVG,"돼지고기, 갈비, 생것",육류,230,65,17.77,17.06,0,0,0,9,0.73,21,185,287,64,2.14,0.038,0,16.23
R0002680ZZ0AVG,"조, 메조, 도정, 생것",곡류 및 그 제품,373,11.2,11.48,3.91,71.7,0.71,6,23,3.45,141,335,304,6,3.56,0.497,1.228,2.53
R0002040ZZ0AVG,"케이크, 롤케이크",곡류 및 그 제품,369,32.3,7.51,20.22,39.24,17.41,6.3,32,0.87,7,122,95,162,1.17,0.037,0.043,13.95
R0031190ZZ0AVG,"포도, 탐나라, 생것",과실류,49,86.2,0.4,0.06,13.14,12.3,2.3,4,0.14,5,18,154,0,0.22,0.095,0.114,0.33
R0004690ZZ0AVG,"두유, 대두",두류,62,89,3.01,3.92,3.42,3.02,0.7,80,0.56,18,45,152,72,0.81,0.104,0.212,2.24
R0029390ZZ0AVG,짜장밥,조리가공품류,149,67.6,3,4.5,24,0,2.4,11,2.9,0,38,75,312,0,0,0,0
R0003830ZZ0AVG,"사탕, 박하사탕",당류,382,1.3,0.02,0.02,98.59,41.67,0,27,0,2,14,1,0,0,0,0,1.42
R0027190ZZ0AVG,"맥주, 흑맥주, 알코올 4.2%",주류,46,91.6,0.4,0,3.6,0,0.2,3,0.1,10,33,55,3,0,0,0.02,0
R0023350ZZ0AVG,"조개, 맛조개, 생것",어패류 및 기타 수산물,55,85.2,9.7,1,1.3,0,0,166,5.5,0,123,151,303,0,0,0,0
R0028650ZZ0AVG,"덮밥, 회 덮밥",조리가공품류,137,69.2,6,3.3,20.7,0,1.6,24,3.5,0,79,163,149,0,0,0,0
R0003360ZZ0AVG,"곤약(구약나물), 가루 ",감자 및 전분류,177,6,3,0.1,85.3,0,79.9,57,2.1,70,160,3000,18,2.2,0.27,0.41,1
R0027020ZZ0AVG,"탄산 음료, 소다수",음료류,0,99.9,0,0,0,0,0,5,0.01,1,0,2,21,0.1,0.006,0.001,0
R0030040ZZ0AVG,"산마늘(명이나물) 장아찌, 초절임",채소류,55,82.1,2.37,0.62,12.19,7.83,3.4,44,0.72,18,34,191,865,0.33,0.032,0.451,6.85
R0010130ZZ0AVG,"엉겅퀴, 삶아서 말린것",채소류,279,8,27.4,2.2,54.2,0,0,156,10.9,0,330,681,7,0,0,0,0
R0031330ZZ0AVG,"메추리알, 난황, 생것",난류,296,56.6,14.77,23.24,3.74,0,0,137,6.35,12,492,127,71,3.93,0.118,0.087,58.24
R0011750ZZ0AVG,"호박, 애호박, 데친것",채소류,21,93.4,1.05,0.1,4.88,2.08,1.7,18,0.24,15,34,212,0,0.11,0.026,0.063,0.61
R0019550ZZ0AVG,"동사리, 생것",어패류 및 기타 수산물,81,81,16.9,1,0,0,0,20,1,0,194,0,0,0,0,0,0
R0013120ZZ0AVG,"매실, 천매, 생것",과실류,37,90.2,0.7,0.6,8.1,0,0,8,0.6,0,14,225,2,0,0,0,0
R0008450ZZ0AVG,"보리, 큰알보리, 순, 생것",채소류,24,92,2.91,0.27,3.99,0.52,3.1,19,2.22,20,65,211,62,0.57,0.043,0.821,1.79
R0008630ZZ0AVG,"브로콜리, 가루 ",채소류,284,4.6,17.5,3.9,58.4,0,0,0,5.4,0,307,1468,145,0,0,0,0
R0013590ZZ0AVG,"복숭아, 천중도, 생것",과실류,49,86.8,0.74,0.79,11.18,10.21,0,1,0.19,4,21,238,0,0.11,0.091,0,0
R0010880ZZ0AVG,"취나물, 미역취, 생것",채소류,48,84.6,3.7,0.6,9.6,0,0,93,3,0,77,669,20,0,0,0,0
R0008660ZZ0AVG,"브로콜리, 싹, 생것",채소류,31,90.9,3.81,0.92,3.8,0.91,1.8,73,0.66,50,101,85,16,0.97,0.02,0.235,2.13
R0031290ZZ0AVG,"햄, 슬라이스햄, 데친것",육류,203,63.7,17.26,13.14,3.94,1.54,0,29,0.89,25,182,274,525,1.83,0.06,0.039,14.91
R0025360ZZ0AVG,"톳, 삶아서 말린것",해조류,135,15.8,6.2,0.8,59.7,0,0,1250,47,0,93,0,0,0,0,0,0
R0031830ZZ0AVG,"명태젓, 명란젓, 양념, 염절임",어패류 및 기타 수산물,135,63.1,22.38,3.01,4.52,2.13,0,45,0.72,37,263,182,2232,2.48,0.067,0.086,112.88
R0011580ZZ0AVG,"할라피뇨, 통조림",채소류,27,88.89,0.92,0.94,4.74,2.14,2.6,23,1.88,15,18,193,1671,0.34,0.146,0.114,0.4
R0009810ZZ0AVG,"알로에, 과육, 생것",채소류,3,99.1,0.1,0,0.7,0,0.4,14,0.2,0,3,92,13,0,0,0,0
R0022090ZZ0AVG,"쥐치, 포, 조미하여 말린것",어패류 및 기타 수산물,314,21,41.84,1.3,32.01,25.76,0,139,0.59,57,368,541,889,1.19,0.015,0.053,136.96
R0018200ZZ0AVG,"가오리, 나비가오리, 생것",어패류 및 기타 수산물,80,78.7,17.3,0.7,0,0,0,882,1.2,0,533,0,0,0,0,0,0
R0008750ZZ0AVG,"비트, 뿌리, 데친것",채소류,23,93.3,1.28,0.13,4.66,2.82,3,8,0.28,14,27,309,69,0.39,0.033,1.413,4.61
R0012260ZZ0AVG,"양송이버섯, 통조림",버섯류,17,90.9,3.75,0.41,3.87,0,3.7,6,0.63,4,45,28,377,0.68,0.178,0.032,0
R0026080ZZ0AVG,면실유,유지류,921,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
R0021270ZZ0AVG,"연어, 생것",어패류 및 기타 수산물,106,75.8,20.6,1.9,0.2,0,0,24,1.1,0,243,330,95,0,0,0,0
R0007230ZZ0AVG,"둥글레, 잎, 말린것",채소류,289,10.3,16.5,0.9,67.7,0,0,572,59.9,0,199,264,7,0,0,0,0
R0019050ZZ0AVG,"대구, 염장",어패류 및 기타 수산물,92,72,20,0.7,0.1,0,0,21,0.4,0,98,0,0,0,0,0,0
R0029920ZZ0AVG,"인삼, 홍삼, 말린것",기타,309,13.4,13.02,1.24,68.25,8.3,0,306,7.14,160,327,1268,45,1.44,0.962,3.476,3.57
R0019750ZZ0AVG,멸치 육수,어패류 및 기타 수산물,0,99.8,0.1,0,0,0,0,3,0.1,0,4,16,19,0,0,0,0
R0003340ZZ0AVG,"당면, 고구마, 삶은것",감자 및 전분류,123,69.4,0.03,0.04,30.38,0,1.4,35,1.58,2,4,2,3,0.1,0.004,0.022,0.43
R0007760ZZ0AVG,"쌈무, 초절임",채소류,15,95,0.54,0.03,3.1,1.48,2.3,16,0.16,5,10,138,400,0.08,0.004,0.037,1.07
R0023700ZZ0AVG,"게, 반게, 생것",어패류 및 기타 수산물,70,75.7,12.3,1.6,0.8,0,0,4278,3.8,0,287,160,130,0,0,0,0
R0018480ZZ0AVG,"고등어, 구운것",어패류 및 기타 수산물,318,54.1,25.2,22.4,0.4,0,0,10,1.6,34,280,370,120,1.4,0.16,0.01,21
R0028710ZZ0AVG,떡만둣국,조리가공품류,89,78.8,2.9,1.6,15.8,0,1.2,14,3,0,36,53,283,0,0,0,0
R0007130ZZ0AVG,"두릅, 잎, 데친것",채소류,41,86.5,5.53,0.51,6.44,0,5,40,1.34,43,144,395,2,1.05,0.31,3.071,1.6
R0005830ZZ0AVG,"갯기름나물, 하우스, 생것",채소류,50,83.6,3.12,0.44,10.75,0,6.2,226,0.77,22,67,661,9,1.35,0.135,2.257,18.34
R0004390ZZ0AVG,"작두(도두), 말린것",두류,344,12,26.3,1,57.4,0,0,84,3.7,0,353,1296,5,0,0,0,0
R0018070ZZ0AVG,"스크램블에그, 볶은것",난류,149,76.4,9.99,10.98,1.61,1.39,0,66,1.31,11,165,132,145,1.04,0.059,0.022,23.5
R0018650ZZ0AVG,"꽁치, 조미통조림",어패류 및 기타 수산물,183,65.8,19,10.3,2.4,0,0,286,8,0,215,150,500,0,0,0,0
R0007390ZZ0AVG,"마늘, 통마늘, 구운것",채소류,163,53.5,10.04,0.22,34.6,0.02,3.3,16,1.29,32,229,690,4,1.17,0.05,0.323,3.2
R0027920ZZ0AVG,"소금, 프랑스, 소금꽃",조미료류,11,4.2,0,0,2.8,0,0,120,5.1,0,0,132,36693,0,0,0,0
R0010810ZZ0AVG,"청경채, 생것",채소류,10,95.9,1.41,0.09,1.64,0,1.2,87,0.38,23,40,366,17,0.44,0.037,0.155,0.79
R0010730ZZ0AVG,"참나물, 재배, 데친것",채소류,22,92.8,1.39,0.23,4.54,0,2.7,68,0.55,27,39,412,16,0.17,0.032,0.167,0.38
R0003790ZZ0AVG,"엿, 고구마",당류,263,28.1,1.6,0,69.7,0,0,4,0.5,0,137,484,6,0,0,0,0
R0012110ZZ0AVG,"뽕나무버섯, 야생, 갓, 말린것",버섯류,195,3.3,27.7,6.9,54.4,0,0,7,1.6,0,264,236,5,0,0,0,0
R0014020ZZ0AVG,"애플수박, S0비너스, 생것",과실류,40,89.6,0.94,0.81,8.39,6.23,0,0,0.19,11,9,117,0,0,0.052,0,0
R0026240ZZ0AVG,"지방, 오리",유지류,882,0.2,0,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2
R0005410ZZ0AVG,잣죽,견과류 및 종실류,64,87.1,1.45,3.06,7.9,0.12,3.1,3,0.24,14,31,33,160,0.51,0.1,0.88,1.48
R0027490ZZ0AVG,"고추장, 재래",조미료류,178,43.7,5.15,2.28,41.12,23.87,8.1,43,1.33,107,93,687,2424,0.57,0.155,0.542,77.79
R0015150ZZ0AVG,"닭고기, 가슴(껍질 제거), 생것",육류,107,76.2,22.97,0.97,0,0,0,4,0.28,32,251,371,45,0.61,0.006,0.009,10.1
R0010390ZZ0AVG,"울금, 뿌리줄기, 생것",채소류,87,78.5,1.79,2.56,15.73,3.83,3.1,16,0.6,42,67,599,11,0.29,0.068,0.56,1.97
R0017810ZZ0AVG,"오리고기, 산오리, 생것",육류,257,63.3,14.4,21.6,0.2,0,0,15,1.8,0,111,289,48,0,0,0,0
R0027200ZZ0AVG,"보드카, 알코올 40%",주류,240,66.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0026460ZZ0AVG,"다래나무순차, 추출",차류,1,99.8,0.1,0,0.1,0,0,1,0.7,0,5,14,7,0,0,0,0
R0019240ZZ0AVG,"돔, 각시돔, 생것",어패류 및 기타 수산물,91,77.7,20.1,0.6,0,0,0,46,1.5,0,205,0,0,0,0,0,0
R0005500ZZ0AVG,"코코넛, 말린것",견과류 및 종실류,660,3,6.88,64.53,23.65,7.35,16.3,26,3.32,90,206,543,37,2.01,0.796,2.745,18.5
R0009030ZZ0AVG,"상추, 풍성, 생것",채소류,10,96.7,0.6,0.1,2.1,0,0,47,1.6,0,14,409,8,0,0,0,0
R0023810ZZ0AVG,"꼴뚜기, 생것",어패류 및 기타 수산물,78,81.6,13.6,1.8,1,0,0,48,1,0,166,244,152,0,0,0,0
R0004010ZZ0AVG,"조청, 산수유",당류,299,18.1,0.3,0,80.9,0,0,34,1,0,15,355,7,0,0,0,0
R0023220ZZ0AVG,"전복, 튀긴것",어패류 및 기타 수산물,189,60.1,19.63,6.78,11.05,0,0,37,3.8,56,217,284,591,0.95,0.228,0.07,51.8
R0030350ZZ0AVG,"소고기, 한우(1+등급), 앞다리(부채살), 생것",육류,244,63.6,17.42,18.84,0,0,0,2,2.48,16,155,265,49,5.18,0.053,0.013,19.57
R0017160ZZ0AVG,"소 부산물, 간, 생것",육류,131,72.8,19,4.6,2.2,0,0,6,8,0,228,318,65,0,0,0,0
R0016600ZZ0AVG,"소고기, 한우(1++등급), 목심(목심살), 생것",육류,218,64.9,18.8,15.3,0,0,0,71,0,0,154,266,60,0,0,0,0
R0015960ZZ0AVG,"돼지고기, 앞다리(앞다리살), 생것",육류,159,71.4,20.56,7.92,0,0,0,5,0.69,21,181,327,50,2.53,0.036,0.005,19.16
R0016730ZZ0AVG,"소고기, 한우(3등급), 앞다리(꾸리살), 생것",육류,103,75.8,21.5,1.2,0,0,0,0,0,0,182,301,77,0,0,0,0
R0003080ZZ0AVG,"감자, 자심, 생것",감자 및 전분류,64,82.3,1.8,0,14.7,0,0,4,1.7,0,37,482,4,0,0,0,0
R0026070ZZ0AVG,마가린,유지류,714,14.5,0.2,72.41,12.06,0,0,20,0,0,9,23,296,0,0,0.006,7.9
R0024230ZZ0AVG,"새우, 젓새우, 생것",어패류 및 기타 수산물,62,64.9,9.6,1.2,2.6,0,0,695,0.7,0,216,320,360,0,0,0,0
R0030010ZZ0AVG,"들깨, 볶은것",견과류 및 종실류,532,0.9,23.59,36.23,35.53,1.48,22,416,7.5,315,726,599,5,6.78,1.861,4.611,6.1
R0017150ZZ0AVG,"소고기, 한우(1등급), 양지(치마양지), 생것",육류,179,67.5,22.27,9.34,0,0,0,5,1.87,21,190,334,65,5.12,0.029,0.01,22.05
R0017030ZZ0AVG,"소고기, 한우(1등급), 사태(상박살), 생것",육류,165,68.7,21.38,8.17,0,0,0,4,2.56,18,176,294,59,6.24,0.054,0.014,22.12
R0002560ZZ0AVG,"옥수수, 가당, 통조림",곡류 및 그 제품,105,73.8,2.07,0.73,22.45,4.17,1.3,2,0.35,17,63,200,206,0.46,0.017,0.086,0.81
R0003670ZZ0AVG,"껌, 츄잉껌",당류,388,3.1,0,0,96.9,0,0,3,0.1,0,0,3,3,0,0,0,0
R0030540ZZ0AVG,"옥수수, 메옥수수, 신광옥, 말린것",곡류 및 그 제품,354,10.9,9.79,3.06,74.78,1.7,7.1,9,2.77,104,316,326,5,3.97,0.145,0.843,0
R0012610ZZ0AVG,"감, 연시, 생것",과실류,65,81.6,0.29,0.04,17.76,12.32,6.5,8,0.12,8,23,171,1,0.1,0,0.464,0.25
R0006700ZZ0AVG,"김치, 파 김치",채소류,49,86,2.5,0.58,8.51,2.8,4.6,60,0.73,34,41,282,655,0.34,0.051,0.245,7.02
R0000840ZZ0AVG,"멥쌀밥, 농림나1호, 현미",곡류 및 그 제품,201,50.2,2.8,0.2,46.1,0,0,8,0.2,0,166,118,2,0,0,0,0
R0001920ZZ0AVG,"빵, 크로켓",곡류 및 그 제품,307,44.7,6,18.2,29.7,0,0,25,1.1,0,100,146,346,0,0,0,0
R0005920ZZ0AVG,"고구마, 줄기, 생것",채소류,18,94.3,0.76,0.02,3.63,0,2.2,92,0.41,21,15,559,1,0.12,0.062,0.337,1.29
R0026480ZZ0AVG,"도라지차, 추출",차류,22,94.5,0.3,0,5.1,0,0,4,0.7,0,5,133,7,0,0,0,0
R0004370ZZ0AVG,"완두, 삶은것",두류,122,69.7,7.27,1.1,20.78,0,9.1,35,2.03,46,174,338,2,1.73,0.206,1.211,1.62
R0028030ZZ0AVG,"식초, 현미식초",조미료류,17,95.6,0.1,0.01,4.18,0,0,3,0.03,2,15,19,2,0,0.001,0.016,0.25
R0018260ZZ0AVG,"가자미, 갈가자미, 생것",어패류 및 기타 수산물,91,79.1,18.3,1.3,0.2,0,0,22,1.9,0,144,0,0,0,0,0,0
R0025040ZZ0AVG,"대황, 말린것",해조류,145,11.3,7.3,0.2,64.5,0,0,811,5.5,0,207,3700,2900,0,0,0,0
R0004330ZZ0AVG,"렌즈콩(렌틸콩), 인도산, 갈색, 말린것",두류,359,9.6,21.01,1.43,65.42,2.23,10.2,72,7.17,106,384,943,0,3.1,0.767,1.218,117.16
R0011310ZZ0AVG,"토마토, 퓨레, 통조림",채소류,41,86.9,1.9,0.1,9.9,0,1.8,19,0.8,27,37,490,19,0.3,0.19,0.19,1
R0006420ZZ0AVG,"공심채, 생것",채소류,17,93,2.2,0.1,3.1,0,3.1,74,1.5,28,44,380,26,0.5,0.2,1.07,0
R0023640ZZ0AVG,"게, 대게, 생것",어패류 및 기타 수산물,85,79.7,17.4,1,0.5,0,0,158,0.5,0,114,0,475,0,0,0,0
R0019950ZZ0AVG,"문절망둑, 장조림",어패류 및 기타 수산물,252,28.6,28.3,2.1,29,0,0,161,14,0,639,0,0,0,0,0,0
R0026510ZZ0AVG,"둥글레차, 티백",차류,372,6.3,7.3,1.08,83.19,1.57,19.4,180,13.77,97,178,537,10,2.3,0.34,2.984,2.63
R0009110ZZ0AVG,"생강 피클, 초절임",채소류,19,88.2,0.2,0.4,4,0,2.4,67,0.9,8,4,21,2800,0,0.04,0.78,0
R0009910ZZ0AVG,"양상추, 적양상추, 생것",채소류,18,93.9,1.51,0.22,3.49,0.89,2.4,61,0.65,42,28,312,0,0.88,0.02,0.281,0.23
R0016890ZZ0AVG,"소고기, 한우(1등급), 앞다리(부채살), 생것",육류,261,60.2,20.7,19.14,0,0,0,5,2.44,16,156,257,58,5.49,0.05,0.012,20.43
R0014460ZZ0AVG,"체리, 액즙, 통조림",과실류,137,65.8,0.02,0,34.11,22.71,0.9,28,0.08,2,0,3,7,0.18,0,0.01,0.46
R0020150ZZ0AVG,"밴댕이, 생것",어패류 및 기타 수산물,219,65.8,16.3,16.5,0.2,0,0,175,1.9,0,183,0,0,0,0,0,0
R0016180ZZ0AVG,"돼지 부산물, 췌장, 생것",육류,152,72.1,20.7,7.1,0,0,0,22,3.8,0,315,308,85,0,0,0,0
